,Year,Crash Descriptor,Date,Municipality,Collision Type Descriptor,County Name,Road Descriptor,Weather Conditions,Road Surface Conditions,Event Descriptor,Number of Vehicles Involved
548039,2015,Property Damage Accident,2015-12-04,LA GRANGE,OTHER,DUTCHESS,Straight and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
548091,2015,Property Damage Accident,2015-12-02,HYDE PARK,OTHER,DUTCHESS,Curve and Grade,Rain,Wet,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
548130,2015,Property Damage Accident,2015-11-11,CICERO,OTHER,ONONDAGA,Straight and Level,Rain,Wet,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
548219,2015,Property Damage Accident,2015-12-05,MILFORD,OTHER,OTSEGO,Straight at Hill Crest,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
548274,2015,Property Damage Accident,2015-12-01,EAST FISHKILL,OTHER,DUTCHESS,Straight and Level,Rain,Wet,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
548277,2015,Property Damage & Injury Accident,2015-12-01,NORTH HUDSON,OTHER,ESSEX,Straight and Level,Sleet/Hail/Freezing Rain,Snow/Ice,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
548285,2015,Injury Accident,2015-12-05,MALTA,OTHER,SARATOGA,Straight and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
548303,2015,Injury Accident,2015-12-01,LOWVILLE,OTHER,LEWIS,Straight and Grade,Rain,Wet,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
548309,2015,Property Damage & Injury Accident,2015-11-27,SARATOGA,OTHER,SARATOGA,Straight and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
548328,2015,Property Damage Accident,2015-12-06,WHEATLAND,OTHER,MONROE,Straight and Grade,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
548507,2015,Property Damage & Injury Accident,2015-11-02,ST. REGIS,OTHER,FRANKLIN,Straight and Level,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
548570,2015,Injury Accident,2015-11-13,BUSTI,OTHER,CHAUTAUQUA,Straight and Grade,Snow,Unknown,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
548822,2015,Property Damage Accident,2015-11-07,CLAY,OTHER,ONONDAGA,Straight and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
548891,2015,Property Damage Accident,2015-11-27,DANNEMORA,OTHER,CLINTON,Straight and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
548949,2015,Property Damage & Injury Accident,2015-10-27,FISHKILL,OTHER,DUTCHESS,Curve and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
549011,2015,Property Damage & Injury Accident,2015-12-07,ULSTER,OTHER,ULSTER,Curve and Level,Fog/Smog/Smoke,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
549062,2015,Property Damage Accident,2015-11-28,STOCKBRIDGE,OTHER,MADISON,Curve and Grade,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
549108,2015,Property Damage Accident,2015-12-05,RICHFORD,OTHER,TIOGA,Straight and Level,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
549211,2015,Property Damage Accident,2015-12-04,WAPPINGER,OTHER,DUTCHESS,Curve and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
549225,2015,Property Damage Accident,2015-12-07,LA GRANGE,OTHER,DUTCHESS,Curve and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
549230,2016,Property Damage & Injury Accident,2016-01-01,SOUTHPORT,OTHER,CHEMUNG,Curve and Level,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
549233,2016,Property Damage Accident,2016-01-01,WEST SENECA,OTHER,ERIE,Curve and Level,Snow,Snow/Ice,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
549240,2016,Property Damage Accident,2016-01-01,BROOKHAVEN,OTHER,SUFFOLK,Straight and Level,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
549244,2016,Property Damage & Injury Accident,2016-01-01,COLDEN,OTHER,ERIE,Straight and Grade,Snow,Snow/Ice,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
549250,2016,Property Damage & Injury Accident,2016-01-01,FULTON,OTHER,SCHOHARIE,Curve and Grade,Cloudy,Wet,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
549327,2015,Property Damage & Injury Accident,2015-12-06,BROOKHAVEN,OTHER,SUFFOLK,Straight and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
549382,2015,Property Damage Accident,2015-12-07,TRENTON,OTHER,ONEIDA,Curve and Grade,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
549384,2015,Property Damage & Injury Accident,2015-12-03,CHEMUNG,OTHER,CHEMUNG,Straight and Grade,Rain,Wet,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
549397,2015,Property Damage Accident,2015-12-04,MOUNT HOPE,OTHER,ORANGE,Straight and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
549428,2015,Property Damage Accident,2015-11-22,MONTICELLO,OTHER,SULLIVAN,Straight and Level,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
549448,2015,Property Damage & Injury Accident,2015-12-07,WILTON,OTHER,SARATOGA,Straight and Level,Fog/Smog/Smoke,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
549453,2015,Property Damage & Injury Accident,2015-12-05,FABIUS,OTHER,ONONDAGA,Straight and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
549456,2015,Property Damage & Injury Accident,2015-12-05,FABIUS,OTHER,ONONDAGA,Straight and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
549478,2015,Property Damage Accident,2015-12-07,EAST FISHKILL,OTHER,DUTCHESS,Curve and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
549495,2015,Property Damage Accident,2015-12-07,LANSING,OTHER,TOMPKINS,Curve and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
549499,2015,Property Damage Accident,2015-12-06,DRYDEN,OTHER,TOMPKINS,Curve and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
549522,2015,Property Damage Accident,2015-11-28,WAYLAND,OTHER,STEUBEN,Curve and Grade,Cloudy,Wet,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
549523,2015,Property Damage Accident,2015-12-02,COHOCTON,OTHER,STEUBEN,Curve and Level,Cloudy,Wet,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
549642,2016,Property Damage Accident,2016-01-01,RIPLEY,OTHER,CHAUTAUQUA,Straight and Grade,Snow,Snow/Ice,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
549662,2016,Property Damage Accident,2016-01-01,CARMEL,OTHER,PUTNAM,Curve and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
549663,2016,Property Damage Accident,2016-01-01,CORINTH,OTHER,SARATOGA,Curve and Grade,Snow,Snow/Ice,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
549667,2016,Property Damage Accident,2016-01-01,HARTWICK,OTHER,OTSEGO,Curve and Grade,Snow,Snow/Ice,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
549669,2016,Property Damage & Injury Accident,2016-01-01,BENTON,OTHER,YATES,Curve and Level,Snow,Snow/Ice,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
549676,2016,Property Damage & Injury Accident,2016-01-01,NILES,OTHER,CAYUGA,Straight and Grade,Snow,Snow/Ice,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
549679,2016,Property Damage Accident,2016-01-01,FLEMING,OTHER,CAYUGA,Straight and Level,Snow,Snow/Ice,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
549731,2016,Property Damage Accident,2016-01-01,AUGUSTA,OTHER,ONEIDA,Straight and Grade,Snow,Snow/Ice,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
549734,2016,Property Damage Accident,2016-01-02,MARCY,OTHER,ONEIDA,Straight and Grade,Cloudy,Slush,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
549735,2016,Property Damage Accident,2016-01-01,PAVILION,OTHER,GENESEE,Straight and Level,Snow,Snow/Ice,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
549766,2016,Property Damage Accident,2016-01-01,AVON,OTHER,LIVINGSTON,Straight and Grade,Snow,Snow/Ice,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
549774,2016,Injury Accident,2016-01-01,DAYTON,OTHER,CATTARAUGUS,Straight and Grade,Snow,Snow/Ice,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
549776,2016,Property Damage & Injury Accident,2016-01-02,ELMA,OTHER,ERIE,Straight and Level,Cloudy,Snow/Ice,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
549781,2016,Property Damage & Injury Accident,2016-01-01,MORIAH,OTHER,ESSEX,Curve and Level,Snow,Snow/Ice,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
549783,2016,Property Damage Accident,2016-01-02,MORIAH,OTHER,ESSEX,Curve and Grade,Cloudy,Wet,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
549795,2016,Property Damage Accident,2016-01-01,TYRE,OTHER,SENECA,Curve and Grade,Snow,Snow/Ice,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
550068,2015,Property Damage Accident,2015-11-11,MT. MORRIS,OTHER,LIVINGSTON,Straight and Grade,Rain,Wet,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
550087,2015,Property Damage Accident,2015-12-07,PHILLIPSTOWN,OTHER,PUTNAM,Curve and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
550113,2015,Property Damage Accident,2015-12-03,PARISHVILLE,OTHER,ST. LAWRENCE,Curve and Grade,Sleet/Hail/Freezing Rain,Wet,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
550152,2015,Property Damage Accident,2015-12-06,BENTON,OTHER,YATES,Straight and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
550202,2015,Property Damage Accident,2015-12-08,KIRKWOOD,OTHER,BROOME,Straight and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
550225,2015,Property Damage Accident,2015-12-05,DARIEN,OTHER,GENESEE,Straight and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
550231,2015,Property Damage Accident,2015-12-03,GLENVILLE,OTHER,SCHENECTADY,Straight and Level,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
550255,2015,Property Damage & Injury Accident,2015-12-06,CICERO,OTHER,ONONDAGA,Straight and Level,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
550310,2015,Property Damage Accident,2015-12-08,DANNEMORA,OTHER,CLINTON,Curve and Level,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
550326,2015,Property Damage & Injury Accident,2015-12-08,ROCHESTER,OTHER,MONROE,Straight and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
550330,2015,Property Damage Accident,2015-11-26,BETHEL,OTHER,SULLIVAN,Curve and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
550350,2015,Property Damage Accident,2015-11-21,BINGHAMTON,OTHER,BROOME,Straight and Grade,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
550365,2015,Property Damage & Injury Accident,2015-12-05,HAMMOND,OTHER,ST. LAWRENCE,Straight and Level,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
550367,2015,Property Damage & Injury Accident,2015-11-27,BRASHER,OTHER,ST. LAWRENCE,Straight and Level,Rain,Wet,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
550383,2015,Property Damage Accident,2015-12-04,DRYDEN,OTHER,TOMPKINS,Straight and Level,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
550400,2015,Property Damage & Injury Accident,2015-12-07,HOMER,OTHER,CORTLAND,Straight and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
550412,2015,Property Damage Accident,2015-12-06,ROCHESTER,OTHER,ULSTER,Curve and Grade,Clear,Snow/Ice,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
550432,2015,Property Damage & Injury Accident,2015-11-13,HANOVER,OTHER,CHAUTAUQUA,Curve and Grade,Sleet/Hail/Freezing Rain,Snow/Ice,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
550466,2015,Property Damage Accident,2015-12-08,VARICK,OTHER,SENECA,Straight and Level,Cloudy,Wet,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
550678,2015,Property Damage & Injury Accident,2015-12-03,FULTON,OTHER,SCHOHARIE,Straight and Grade,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
550683,2015,Property Damage Accident,2015-12-06,ROCHESTER,OTHER,ULSTER,Curve and Grade,Clear,Snow/Ice,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
550724,2015,Property Damage & Injury Accident,2015-12-09,NEW CASTLE,OTHER,WESTCHESTER,Straight and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
550777,2015,Property Damage Accident,2015-12-07,CORINTH,OTHER,SARATOGA,Curve and Grade,Cloudy,Other,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
550801,2015,Property Damage Accident,2015-12-09,HAMLIN,OTHER,MONROE,Straight and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
550811,2015,Property Damage & Injury Accident,2015-12-10,PIERMONT,OTHER,ROCKLAND,Curve and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
550841,2015,Property Damage & Injury Accident,2015-12-10,AMHERST,OTHER,ERIE,Curve and Level,Cloudy,Wet,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
550875,2015,Property Damage & Injury Accident,2015-12-03,GERRY,OTHER,CHAUTAUQUA,Curve and Grade,Snow,Snow/Ice,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
550881,2015,Property Damage Accident,2015-12-07,ELLERY,OTHER,CHAUTAUQUA,Straight at Hill Crest,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
550882,2015,Property Damage Accident,2015-12-07,ELLERY,OTHER,CHAUTAUQUA,Straight and Level,Fog/Smog/Smoke,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
551038,2015,Property Damage & Injury Accident,2015-12-09,GREECE,OTHER,MONROE,Straight and Level,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
551057,2015,Property Damage & Injury Accident,2015-11-26,COLESVILLE,OTHER,BROOME,Straight and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
551105,2015,Property Damage Accident,2015-12-06,ESSEX,OTHER,ESSEX,Curve and Grade,Fog/Smog/Smoke,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
551134,2015,Property Damage Accident,2015-12-09,MARATHON,OTHER,CORTLAND,Straight and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
551139,2015,Property Damage & Injury Accident,2015-12-09,GARDINER,OTHER,ULSTER,Straight and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
551147,2015,Property Damage & Injury Accident,2015-12-06,WAPPINGER,OTHER,DUTCHESS,Straight and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
551207,2015,Property Damage Accident,2015-10-06,QUEENS,OTHER,QUEENS,Straight and Grade,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
551365,2015,Property Damage Accident,2015-10-21,CHILI,OTHER,MONROE,Curve and Grade,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
551375,2015,Property Damage & Injury Accident,2015-10-18,MEXICO,OTHER,OSWEGO,Curve and Grade,Cloudy,Wet,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
551392,2015,Property Damage Accident,2015-10-18,HARTWICK,OTHER,OTSEGO,Curve and Level,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
551395,2015,Property Damage Accident,2015-10-19,HOPEWELL,OTHER,ONTARIO,Straight and Grade,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
551488,2015,Property Damage & Injury Accident,2015-12-10,RYE BROOKE,OTHER,WESTCHESTER,Straight and Level,Clear,Wet,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
551532,2015,Property Damage & Injury Accident,2015-12-10,SOUTH BRISTOL,OTHER,ONTARIO,Curve and Grade,Cloudy,Wet,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
551537,2015,Property Damage & Injury Accident,2015-12-02,LINCOLN,OTHER,MADISON,Straight and Level,Rain,Wet,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
551547,2015,Property Damage & Injury Accident,2015-12-04,NEW WINDSOR,OTHER,ORANGE,Straight and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
551556,2015,Property Damage Accident,2015-12-05,CAROLINE,OTHER,TOMPKINS,Straight and Grade,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
551566,2015,Property Damage & Injury Accident,2015-12-08,MILTON,OTHER,SARATOGA,Curve and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
551614,2015,Property Damage Accident,2015-12-09,JERUSALEM,OTHER,YATES,Curve and Grade,Clear,Snow/Ice,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
551616,2015,Property Damage Accident,2015-12-11,JERUSALEM,OTHER,YATES,Curve and Grade,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
551685,2015,Property Damage Accident,2015-11-12,TULLY,OTHER,ONONDAGA,Straight and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
551780,2015,Property Damage Accident,2015-12-08,FRANKFORT,OTHER,HERKIMER,Straight and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
551807,2015,Injury Accident,2015-12-01,NORTH NORWICH,OTHER,CHENANGO,Straight and Level,Cloudy,Wet,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
551849,2015,Property Damage & Injury Accident,2015-12-11,CONKLIN,OTHER,BROOME,Straight and Grade,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
551858,2015,Property Damage Accident,2015-12-10,KIRKWOOD,OTHER,BROOME,Straight and Grade,Rain,Wet,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
551899,2015,Property Damage Accident,2015-12-07,ULYSSES,OTHER,TOMPKINS,Straight and Grade,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
551953,2015,Property Damage & Injury Accident,2015-12-09,YORKSHIRE,OTHER,CATTARAUGUS,Straight and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
551964,2015,Property Damage Accident,2015-12-04,MALONE,OTHER,FRANKLIN,Straight and Level,Cloudy,Wet,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
551972,2015,Property Damage & Injury Accident,2015-12-09,CANANDAIGUA,OTHER,ONTARIO,Curve and Grade,Rain,Wet,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
552022,2015,Property Damage Accident,2015-12-11,EDWARDS,OTHER,ST. LAWRENCE,Straight and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
552050,2015,Property Damage & Injury Accident,2015-12-09,BEEKMAN,OTHER,DUTCHESS,Curve and Grade,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
552067,2015,Property Damage & Injury Accident,2015-12-05,ALABAMA,OTHER,GENESEE,Curve and Level,Clear,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
552075,2015,Property Damage & Injury Accident,2015-12-03,ONONDAGA,OTHER,ONONDAGA,Curve and Grade,Rain,Snow/Ice,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
552155,2015,Property Damage Accident,2015-11-28,MADRID,OTHER,ST. LAWRENCE,Curve and Level,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
552159,2015,Injury Accident,2015-12-11,ROYALTON,OTHER,NIAGARA,Curve and Level,Cloudy,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
552167,2015,Property Damage Accident,2015-12-04,BELLMONT,OTHER,FRANKLIN,Curve and Grade,Snow,Snow/Ice,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
552221,2015,Property Damage Accident,2015-12-11,DOVER,OTHER,DUTCHESS,Curve and Level,Fog/Smog/Smoke,Dry,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
552230,2015,Property Damage Accident,2015-12-08,WELLS,OTHER,HAMILTON,Curve and Grade,Cloudy,Wet,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
